Territorial,Expediente,Fecha resolución,Estado,Naturaleza,Clase de empresa,Municipio,Tipo Obra,Tipo Ocupación
Cartama,CA8-2019-10,05/10/2021 12:00:00 AM,Archivado,Natural,-No aplica-,Jericó,Puente,Permanente
Aburrá Sur,AS8-2012-20,08/29/2023 12:00:00 AM,Archivado,Jurídica,Privada,Caldas,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2007-38,06/09/2008 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2003-4,11/30/2016 12:00:00 AM,Archivado,Natural,-No aplica-,Sopetrán,Gaviones,Permanente
Secretaría Ambiental De Envigado,SAE8-2011-9,07/26/2013 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,,
Aburrá Sur,AS8-2014-8,06/30/2016 12:00:00 AM,Activo,Natural,-No aplica-,La Estrella,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-67,07/12/2021 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2014-32,04/24/2017 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Provisional
Aburrá Norte,AN8-2015-30,12/28/2021 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2021-1,03/23/2021 12:00:00 AM,Activo,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2012-11,06/20/2019 12:00:00 AM,Archivado,Jurídica,Privada,Yolombó,Alcantarillado,Permanente
Hevéxicos,HX8-2017-52,07/22/2019 12:00:00 AM,Archivado,Jurídica,Privada,Anzá,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2014-75,03/27/2017 12:00:00 AM,Archivado,Jurídica,Pública,Barbosa,Otras Obras y Construcciones,Permanente
Cartama,CA8-2008-12,04/04/2019 12:00:00 AM,Activo,Jurídica,Privada,Venecia,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2024-14,10/18/2024 12:00:00 AM,Activo,,,Envigado,Alcantarillado,Permanente
Tahamíes,TH8-2010-2,12/12/2022 12:00:00 AM,Activo,Jurídica,Privada,San José De La Montaña,Alcantarillado,Permanente
Hevéxicos,HX8-2013-8,11/11/2014 12:00:00 AM,Archivado,Natural,-No aplica-,Sopetrán,Gaviones,Permanente
Hevéxicos,HX8-2022-98,06/14/2023 12:00:00 AM,Activo,Jurídica,Privada,Sopetrán,Puente,Permanente
Zenufaná,ZF8-2017-108,07/26/2018 12:00:00 AM,Archivado,Jurídica,Pública,Maceo,Cobertura en Cajón,Provisional
Zenufaná,ZF8-2015-2,11/21/2016 12:00:00 AM,Archivado,Jurídica,Pública,Puerto Berrío,Canalización Trapezoidal,Permanente
Zenufaná,ZF8-2010-1,04/23/2015 12:00:00 AM,Archivado,Natural,-No aplica-,Puerto Nare,Muro contención en concreto,Permanente
Panzenú,PZ8-2015-59,04/26/2016 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2014-70,07/08/2016 12:00:00 AM,Archivado,Jurídica,Pública,Barbosa,Otras Obras y Construcciones,Permanente
Cartama,CA8-2005-6,04/06/2006 12:00:00 AM,Archivado,Jurídica,Privada,La Pintada,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2007-2,08/19/2003 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2010-2,12/22/2022 12:00:00 AM,Archivado,Jurídica,Privada,Itaguí,Canalización Trapezoidal,Permanente
Hevéxicos,HX8-2015-1,12/30/2015 12:00:00 AM,Archivado,Jurídica,Privada,Santa Fé De Antioquia,Otras Obras y Construcciones,Permanente
Cartama,CA8-2009-1,11/25/2010 12:00:00 AM,Archivado,Jurídica,Pública,Jericó,Gaviones,Permanente
Aburrá Sur,AS8-2018-138,02/25/2021 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2022-68,02/21/2023 12:00:00 AM,Activo,Jurídica,Privada,Envigado,Alcantarillado,Permanente
Aburrá Norte,AN8-2016-11,02/03/2022 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2007-27,08/30/2019 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Gaviones,Permanente
Panzenú,PZ8-2010-9,11/29/2022 12:00:00 AM,Activo,Jurídica,Privada,Zaragoza,Gaviones,Permanente
Aburrá Norte,AN8-2014-17,08/15/2014 12:00:00 AM,Archivado,Jurídica,Privada,Barbosa,Otras Obras y Construcciones,Provisional
Aburrá Norte,AN8-2021-94,12/06/2023 12:00:00 AM,Archivado,Natural,-No aplica-,Girardota,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2013-57,09/15/2021 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2013-8,03/04/2014 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-70,02/16/2022 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2014-54,08/20/2015 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2006-2,07/04/2007 12:00:00 AM,Archivado,Jurídica,Privada,Angelópolis,Cobertura Circular,Permanente
Zenufaná,ZF8-2016-7,12/27/2023 12:00:00 AM,Archivado,Jurídica,Pública,Caracolí,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2021-127,02/08/2022 12:00:00 AM,Activo,Natural,-No aplica-,Copacabana,Cobertura Abovedada,Permanente
Tahamíes,TH8-2014-1,08/05/2019 12:00:00 AM,Archivado,Jurídica,Pública,Briceño,Alcantarillado,Permanente
Tahamíes,TH8-2016-1,07/19/2016 12:00:00 AM,Archivado,Jurídica,Privada,Ituango,Puente,Permanente
Aburrá Norte,AN8-2007-10,04/06/2021 12:00:00 AM,Archivado,Jurídica,Pública,Copacabana,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2012-13,07/31/2015 12:00:00 AM,Archivado,Jurídica,Privada,Yolombó,Alcantarillado,Permanente
Hevéxicos,HX8-2000-6,07/05/2005 12:00:00 AM,Archivado,Natural,-No aplica-,Ebéjico,Represa,Permanente
Secretaría Ambiental De Envigado,SAE8-2018-104,09/29/2020 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2012-1,12/29/2022 12:00:00 AM,Archivado,Jurídica,Pública,Sabaneta,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2013-1,01/24/2014 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Canalización Trapezoidal,Permanente
Aburrá Norte,AN8-2014-13,12/29/2021 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2008-14,07/05/2023 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2016-3,06/23/2016 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Alcantarillado,Permanente
Aburrá Norte,AN8-2009-6,03/15/2010 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2016-2,01/19/2022 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Puente,Permanente
Aburrá Norte,AN8-2005-7,03/08/2022 12:00:00 AM,Archivado,Natural,-No aplica-,Copacabana,Gaviones,Permanente
Aburrá Sur,AS8-2014-13,08/31/2015 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2013-3,07/08/2014 12:00:00 AM,Archivado,Jurídica,Pública,Santa Fé De Antioquia,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2007-39,06/04/2010 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Puente,Permanente
Aburrá Norte,AN8-2009-1,11/05/2019 12:00:00 AM,Archivado,Natural,-No aplica-,Copacabana,Puente,Permanente
Secretaría Ambiental De Envigado,SAE8-2021-41,07/30/2021 12:00:00 AM,Activo,Jurídica,Privada,Envigado,Puente,Permanente
Aburrá Sur,AS8-2013-18,02/07/2022 12:00:00 AM,Archivado,Jurídica,Pública,Amagá,Jarillón,Permanente
Aburrá Norte,AN8-2012-34,12/21/2021 12:00:00 AM,Archivado,Jurídica,Privada,Bello,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2019-39,11/27/2019 12:00:00 AM,Activo,Jurídica,Pública,Copacabana,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2014-70,09/25/2015 12:00:00 AM,Archivado,Jurídica,Pública,Barbosa,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2018-74,09/16/2019 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2009-34,03/17/2022 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Alcantarillado,Permanente
Cartama,CA8-2023-107,01/23/2024 12:00:00 AM,Activo,Natural,-No aplica-,Pueblorrico,Otras Obras y Construcciones,Provisional
Tahamíes,TH8-2011-6,07/05/2012 12:00:00 AM,Activo,Jurídica,Privada,Santa Rosa De Osos,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2005-4,10/29/2015 12:00:00 AM,Archivado,Natural,-No aplica-,Envigado,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2011-4,12/07/2021 12:00:00 AM,Archivado,Jurídica,Privada,Angostura,Canalización en U,Permanente
Hevéxicos,HX8-2014-17,04/20/2018 12:00:00 AM,Archivado,Jurídica,Pública,Liborina,Puente,Permanente
Aburrá Sur,AS8-2014-3,05/11/2017 12:00:00 AM,Archivado,Jurídica,Privada,La Estrella,Alcantarillado,Permanente
Aburrá Sur,AS8-2011-21,03/31/2020 12:00:00 AM,Archivado,Jurídica,Privada,Itaguí,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2020-56,11/04/2021 12:00:00 AM,Archivado,Jurídica,Privada,Caldas,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2014-75,01/23/2015 12:00:00 AM,Archivado,Jurídica,Pública,Barbosa,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2006-35,09/01/2021 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2020-40,03/27/2023 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-65,11/05/2020 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Panzenú,PZ8-2015-66,05/11/2016 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Panzenú,PZ8-2008-1,09/28/2011 12:00:00 AM,Archivado,Jurídica,Privada,Nechí,Canalización Trapezoidal,Permanente
Tahamíes,TH8-2019-9,07/31/2019 12:00:00 AM,Archivado,Jurídica,Pública,Santa Rosa De Osos,Alcantarillado,Permanente
Aburrá Sur,AS8-2014-17,02/19/2015 12:00:00 AM,Activo,Jurídica,Pública,Heliconia,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2015-18,08/30/2016 12:00:00 AM,Archivado,Jurídica,Privada,Remedios,Canalización en U,Permanente
Hevéxicos,HX8-2017-18,04/05/2021 12:00:00 AM,Archivado,Jurídica,Privada,San Jerónimo,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2020-80,08/05/2021 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Cobertura en Cajón,Permanente
Tahamíes,TH8-2017-92,03/21/2018 12:00:00 AM,Archivado,Jurídica,Pública,Donmatías,Puente,Permanente
Cartama,CA8-2008-16,09/29/2015 12:00:00 AM,Archivado,Jurídica,Pública,Tarso,Puente,Permanente
Aburrá Norte,AN8-2004-22,12/15/2016 12:00:00 AM,Archivado,Natural,-No aplica-,Girardota,Represa,Permanente
Hevéxicos,HX8-2015-7,12/30/2015 12:00:00 AM,Archivado,Natural,-No aplica-,Santa Fé De Antioquia,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2009-2,06/24/2020 12:00:00 AM,Archivado,Jurídica,Privada,Titiribí,Puente,Provisional
Panzenú,PZ8-2008-3,11/11/2008 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Puente,Permanente
Aburrá Sur,AS8-2006-12,10/23/2006 12:00:00 AM,Archivado,Jurídica,Pública,La Estrella,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2022-8,04/28/2022 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2017-137,08/24/2020 12:00:00 AM,Activo,Natural,-No aplica-,La Estrella,Puente,Permanente
Tahamíes,TH8-2017-136,08/29/2022 12:00:00 AM,Archivado,Jurídica,Pública,Entrerríos,Puente,Provisional
Citará,CI8-2018-27,10/06/2022 12:00:00 AM,Activo,Natural,-No aplica-,Hispania,Muro contención en concreto,Permanente
Zenufaná,ZF8-2021-61,07/22/2021 12:00:00 AM,Archivado,Jurídica,Privada,Remedios,Canalización en U,Permanente
Aburrá Sur,AS8-2012-21,10/10/2014 12:00:00 AM,Archivado,Jurídica,Privada,La Estrella,Alcantarillado,Permanente
Aburrá Sur,AS8-2011-24,11/29/2011 12:00:00 AM,Archivado,Natural,-No aplica-,Caldas,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2024-59,10/30/2024 12:00:00 AM,Activo,Jurídica,Privada,Angostura,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-9,12/20/2019 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Puente,Permanente
Zenufaná,ZF8-2023-89,12/28/2023 12:00:00 AM,Activo,Jurídica,Pública,Maceo,Gaviones,Permanente
Aburrá Sur,AS8-2011-28,10/19/2012 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2014-25,04/24/2017 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Provisional
Aburrá Norte,AN8-2010-36,02/02/2016 12:00:00 AM,Archivado,Natural,-No aplica-,Girardota,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2022-45,08/26/2022 12:00:00 AM,Activo,Jurídica,Privada,Cáceres,Otras Obras y Construcciones,Provisional
Cartama,CA8-2012-11,07/19/2016 12:00:00 AM,Archivado,Jurídica,Pública,Fredonia,Gaviones,Permanente
Aburrá Norte,AN8-2014-84,11/15/2019 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Alcantarillado,Permanente
Tahamíes,TH8-2018-37,04/13/2018 12:00:00 AM,Activo,Jurídica,Pública,Angostura,Puente,Permanente
Tahamíes,PZ8-2013-6,08/06/2013 12:00:00 AM,Activo,Jurídica,Privada,Anorí,Puente,Provisional
Panzenú,PZ8-2015-61,04/26/2016 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Hevéxicos,HX8-2017-18,12/26/2022 12:00:00 AM,Archivado,Jurídica,Privada,San Jerónimo,Otras Obras y Construcciones,Permanente
Cartama,CA8-2020-42,08/20/2020 12:00:00 AM,Archivado,Jurídica,Privada,Jericó,Cobertura en Cajón,Provisional
Cartama,CA8-2008-6,12/15/2011 12:00:00 AM,Activo,Jurídica,Privada,La Pintada,Puente,Permanente
Aburrá Sur,AS8-2011-3,10/16/2019 12:00:00 AM,Archivado,Jurídica,Pública,Sabaneta,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2013-21,07/15/2014 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2010-35,09/10/2019 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2006-4,09/09/2009 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Canalización Trapezoidal,Permanente
Aburrá Norte,AN8-2006-32,05/13/2011 12:00:00 AM,Archivado,Jurídica,Pública,Bello,Muro contención en concreto,Permanente
Hevéxicos,HX8-2024-11,06/13/2024 12:00:00 AM,Activo,Jurídica,Privada,San Jerónimo,Puente,Permanente
Aburrá Norte,AN8-2023-84,10/29/2024 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Canalización en U,Permanente
Aburrá Sur,AS8-2011-12,01/11/2013 12:00:00 AM,Archivado,Jurídica,Pública,Caldas,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2021-34,05/02/2023 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2022-81,08/08/2024 12:00:00 AM,Archivado,Jurídica,Pública,Sabaneta,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2021-30,12/14/2022 12:00:00 AM,Activo,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2023-6,04/13/2023 12:00:00 AM,Activo,Jurídica,Privada,Carolina Del Príncipe,Cobertura en Cajón,Permanente
Hevéxicos,HX8-2014-4,08/31/2020 12:00:00 AM,Archivado,Jurídica,Pública,San Jerónimo,Puente,Permanente
Panzenú,PZ8-2018-20,10/29/2021 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Cartama,CA8-2011-4,06/16/2011 12:00:00 AM,Archivado,Jurídica,Privada,Valparaíso,Gaviones,Permanente
Aburrá Sur,AS8-2022-7,05/09/2022 12:00:00 AM,Activo,Natural,-No aplica-,Angelópolis,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2014-6,12/07/2021 12:00:00 AM,Archivado,Jurídica,Pública,Gómez Plata,Alcantarillado,Permanente
Panzenú,PZ8-2008-4,10/04/2013 12:00:00 AM,Archivado,Jurídica,Privada,Cáceres,Espolones,Permanente
Tahamíes,TH8-2017-139,05/07/2020 12:00:00 AM,Archivado,Jurídica,Pública,Yarumal,Cobertura en Cajón,Permanente
Hevéxicos,HX8-2018-84,02/13/2020 12:00:00 AM,Archivado,Jurídica,Privada,Santa Fé De Antioquia,Otras Obras y Construcciones,Permanente
Cartama,CA8-2012-3,06/21/2012 12:00:00 AM,Archivado,Jurídica,Privada,Venecia,Gaviones,Permanente
Panzenú,PZ8-2021-66,09/28/2021 12:00:00 AM,Activo,Jurídica,Privada,Nechí,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2015-20,06/03/2016 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Puente,Permanente
Zenufaná,ZF8-2024-2,04/19/2024 12:00:00 AM,Activo,Jurídica,Privada,Remedios,Canalización Trapezoidal,Provisional
Panzenú,PZ8-2015-82,11/05/2020 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Citará,CI8-2020-13,06/30/2020 12:00:00 AM,Archivado,Natural,-No aplica-,Andes,Otras Obras y Construcciones,Permanente
Hevéxicos,HX8-2011-2,09/16/2014 12:00:00 AM,Archivado,Jurídica,Privada,Liborina,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2023-75,08/06/2024 12:00:00 AM,Archivado,Jurídica,Pública,Envigado,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2012-3,06/07/2012 12:00:00 AM,Archivado,Jurídica,Privada,Amalfi,Puente,Permanente
Secretaría Ambiental De Envigado,SAE8-2019-79,11/03/2020 12:00:00 AM,Activo,Natural,-No aplica-,Envigado,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2011-25,11/28/2011 12:00:00 AM,Archivado,Natural,-No aplica-,Caldas,Otras Obras y Construcciones,Permanente
Cartama,CA8-2009-12,08/29/2011 12:00:00 AM,Activo,Jurídica,Pública,Caramanta,Gaviones,Permanente
Aburrá Sur,AS8-2013-29,06/23/2015 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Alcantarillado,Permanente
Secretaría Ambiental De Envigado,SAE8-2012-7,01/30/2014 12:00:00 AM,Archivado,Natural,-No aplica-,,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2019-32,06/08/2020 12:00:00 AM,Activo,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Aburrá Sur,AS8-2018-34,07/06/2023 12:00:00 AM,Archivado,Natural,-No aplica-,Titiribí,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2018-54,06/22/2023 12:00:00 AM,Archivado,Jurídica,Privada,Barbosa,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-71,05/12/2016 12:00:00 AM,Archivado,Jurídica,Privada,Zaragoza,Cobertura en Cajón,Permanente
Citará,CI8-2013-2,01/12/2017 12:00:00 AM,Archivado,Jurídica,Privada,Concordia,Muro contención en concreto,Permanente
Zenufaná,ZF8-2005-4,07/23/2019 12:00:00 AM,Archivado,Natural,-No aplica-,Cisneros,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2014-31,08/01/2017 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Provisional
Aburrá Norte,AN8-2007-29,07/29/2008 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Cobertura Circular,Permanente
Tahamíes,TH8-2016-3,11/23/2020 12:00:00 AM,Activo,Jurídica,Privada,Belmira,Muro contención en concreto,Permanente
Tahamíes,TH8-2019-86,03/22/2024 12:00:00 AM,Activo,Jurídica,Pública,Entrerríos,Muro contención en concreto,Permanente
Aburrá Norte,AN8-2010-57,12/29/2022 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2019-20,05/20/2021 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2015-40,07/08/2021 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura en Cajón,Permanente
Aburrá Norte,AN8-2016-33,10/17/2019 12:00:00 AM,Archivado,Jurídica,Pública,Barbosa,Gaviones,Permanente
Zenufaná,ZF8-2019-26,05/13/2020 12:00:00 AM,Archivado,Jurídica,Privada,Yondó,Canalización en U,Provisional
Panzenú,PZ8-2015-51,07/08/2021 12:00:00 AM,Archivado,Jurídica,Privada,Caucasia,Cobertura Abovedada,Permanente
Aburrá Norte,AN8-2014-26,09/07/2016 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Otras Obras y Construcciones,Provisional
Secretaría Ambiental De Envigado,SAE8-2007-15,01/25/2010 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Tahamíes,TH8-2008-1,02/14/2012 12:00:00 AM,Activo,Jurídica,Privada,Gómez Plata,Alcantarillado,Permanente
Aburrá Sur,AS8-2012-20,07/31/2015 12:00:00 AM,Archivado,Jurídica,Privada,Caldas,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2013-27,05/05/2021 12:00:00 AM,Archivado,Jurídica,Privada,Barbosa,Otras Obras y Construcciones,Permanente
Secretaría Ambiental De Envigado,SAE8-2014-23,05/20/2016 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2012-17,07/31/2015 12:00:00 AM,Archivado,Jurídica,Privada,Yolombó,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2014-3,09/11/2014 12:00:00 AM,Activo,Jurídica,Privada,Maceo,Otras Obras y Construcciones,Permanente
Panzenú,PZ8-2008-6,02/05/2013 12:00:00 AM,Archivado,Jurídica,Pública,Zaragoza,Otras Obras y Construcciones,Permanente
Aburrá Norte,AN8-2021-29,09/20/2023 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Gaviones,Permanente
Aburrá Sur,AS8-2002-3,09/23/2015 12:00:00 AM,Archivado,Natural,-No aplica-,La Estrella,Cobertura Circular,Permanente
Aburrá Norte,AN8-2011-16,09/23/2011 12:00:00 AM,Archivado,Jurídica,Pública,Medellín,Puente,Permanente
Aburrá Norte,AN8-2006-14,11/16/2006 12:00:00 AM,Archivado,Jurídica,Privada,Medellín,Otras Obras y Construcciones,Permanente
Zenufaná,ZF8-2018-53,11/08/2018 12:00:00 AM,Archivado,Jurídica,Privada,Remedios,Puente,Provisional
Secretaría Ambiental De Envigado,SAE8-2011-7,10/28/2011 12:00:00 AM,Archivado,Jurídica,Privada,Envigado,Otras Obras y Construcciones,Permanente
