Territorial,Expediente,Naturaleza,Tipo Empresa,Estado,Tipo Proyecto,Municipio
Aburrá Norte,AN3-1999-20,Jurídica,Privada,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Medellín
Aburrá Norte,AN3-1999-201,Jurídica,Privada,Activo,Otros,Copacabana
Aburrá Norte,AN3-1999-210,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Girardota
Aburrá Norte,AN3-1999-27,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-1999-35,Natural,-No aplica-,Archivado,Otros,Medellín
Aburrá Norte,AN3-1999-36,Natural,-No aplica-,Archivado,Otros,Girardota
Aburrá Norte,AN3-1999-41,,,Archivado,Otros,Copacabana
Aburrá Norte,AN3-1999-49,Jurídica,Privada,Archivado,Otros,Medellín
Aburrá Norte,AN3-1999-52,Jurídica,Pública,Archivado,Otros,Medellín
Aburrá Norte,AN3-1999-56,Jurídica,Pública,Archivado,Otros,Bello
Aburrá Norte,AN3-1999-60,Jurídica,Pública,Archivado,Otros,Medellín
Aburrá Norte,AN3-1999-61,Jurídica,Pública,Archivado,Otros,Medellín
Aburrá Norte,AN3-1999-67,Jurídica,Pública,Archivado,Otros,Medellín
Aburrá Norte,AN3-1999-72,Natural,-No aplica-,Archivado,Otros,Medellín
Aburrá Norte,AN3-1999-77,Jurídica,Privada,Activo,Otros,Medellín
Aburrá Norte,AN3-1999-82,Jurídica,Pública,Archivado,Otros,Copacabana
Aburrá Norte,AN3-1999-91,Natural,-No aplica-,Archivado,Otros,Girardota
Aburrá Norte,AN3-1999-92,Jurídica,Privada,Archivado,Otros,Girardota
Aburrá Norte,AN3-1999-93,Jurídica,Pública,Archivado,Construcción y operación de sistemas de tratamiento de aguas residuales que sirvan a poblaciones iguales o superiores a 200.000 habitantes,Copacabana
Aburrá Norte,AN3-2000-100,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Copacabana
Aburrá Norte,AN3-2000-101,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Copacabana
Aburrá Norte,AN3-2000-102,Jurídica,Privada,Activo,Otros,Girardota
Aburrá Norte,AN3-2000-105,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Bello
Aburrá Norte,AN3-2000-111,Natural,-No aplica-,Archivado,Otros,Girardota
Aburrá Norte,AN3-2000-118,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Bello
Aburrá Norte,AN3-2000-119,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Bello
Aburrá Norte,AN3-2000-121,Natural,-No aplica-,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Bello
Aburrá Norte,AN3-2000-123,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Bello
Aburrá Norte,AN3-2000-125,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Bello
Aburrá Norte,AN3-2000-126,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Bello
Aburrá Norte,AN3-2000-127,Jurídica,Privada,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Bello
Aburrá Norte,AN3-2000-28,Jurídica,Privada,Archivado,Otros,Barbosa
Aburrá Norte,AN3-2000-38,Jurídica,Privada,Archivado,Otros,Medellín
Aburrá Norte,AN3-2000-40,Natural,-No aplica-,Archivado,Otros,Barbosa
Aburrá Norte,AN3-2000-49,Natural,-No aplica-,Archivado,Otros,Barbosa
Aburrá Norte,AN3-2000-59,Jurídica,Pública,Activo,"Construcción de carreteras, en la red vial secundaria y terciaria",Bello
Aburrá Norte,AN3-2000-60,Natural,-No aplica-,Archivado,Otros,Girardota
Aburrá Norte,AN3-2000-61,Jurídica,Pública,Archivado,Otros,Girardota
Aburrá Norte,AN3-2000-62,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2000-80,Natural,-No aplica-,Archivado,Minería,Girardota
Aburrá Norte,AN3-2000-84,Jurídica,Privada,Archivado,Otros,Medellín
Aburrá Norte,AN3-2000-86,Natural,-No aplica-,Archivado,Otros,Medellín
Aburrá Norte,AN3-2000-9,Natural,-No aplica-,Archivado,Otros,Girardota
Aburrá Norte,AN3-2000-90,Natural,-No aplica-,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Girardota
Aburrá Norte,AN3-2000-94,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2000-96,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2001-1,Natural,-No aplica-,Archivado,Otros,Copacabana
Aburrá Norte,AN3-2001-10,Natural,-No aplica-,Archivado,Otros,Medellín
Aburrá Norte,AN3-2001-12,Jurídica,Privada,Archivado,Otros,Girardota
Aburrá Norte,AN3-2001-15,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2001-17,Jurídica,Privada,Activo,Otros,Copacabana
Aburrá Norte,AN3-2001-19,Jurídica,Privada,Archivado,Otros,Girardota
Aburrá Norte,AN3-2001-3,Jurídica,Pública,Archivado,Otros,Barbosa
Aburrá Norte,AN3-2001-4,Jurídica,Pública,Archivado,Otros,Barbosa
Aburrá Norte,AN3-2001-6,Natural,-No aplica-,Archivado,Otros,Barbosa
Aburrá Norte,AN3-2001-7,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Copacabana
Aburrá Norte,AN3-2001-9,Jurídica,Privada,Archivado,Otros,Girardota
Aburrá Norte,AN3-2002-1,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2002-12,Jurídica,Pública,Activo,"Construcción de carreteras, en la red vial secundaria y terciaria",Medellín
Aburrá Norte,AN3-2002-13,Jurídica,Privada,Activo,Otros,Girardota
Aburrá Norte,AN3-2002-18,Jurídica,Privada,Archivado,Otros,Girardota
Aburrá Norte,AN3-2002-4,Natural,-No aplica-,Archivado,Otros,Medellín
Aburrá Norte,AN3-2002-5,Natural,-No aplica-,Archivado,Otros,Medellín
Aburrá Norte,AN3-2002-7,Natural,-No aplica-,Archivado,Otros,Girardota
Aburrá Norte,AN3-2003-1,Jurídica,Privada,Archivado,Caza comercial y el establecimiento de zoocriaderos con fines comerciales,Medellín
Aburrá Norte,AN3-2003-2,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Barbosa
Aburrá Norte,AN3-2003-3,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Girardota
Aburrá Norte,AN3-2003-5,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Copacabana
Aburrá Norte,AN3-2004-1,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Barbosa
Aburrá Norte,AN3-2004-2,Natural,-No aplica-,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Copacabana
Aburrá Norte,AN3-2004-3,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Copacabana
Aburrá Norte,AN3-2004-4,Jurídica,Privada,Archivado,Otros,Bello
Aburrá Norte,AN3-2004-5,Jurídica,Privada,Archivado,"Construcción y operación de instalaciones cuyo objeto sea el almacenamiento, tratamiento, aprovechamiento, recuperación y/o disposición final de residuos o desechos peligrosos",Girardota
Aburrá Norte,AN3-2004-6,Jurídica,Privada,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Barbosa
Aburrá Norte,AN3-2005-2,Jurídica,Privada,Activo,"Construcción presas, represas o embalses cualquiera sea su destinación con capacidad igual o inferior a 200 millones de m3 de agua",Barbosa
Aburrá Norte,AN3-2005-3,Natural,-No aplica-,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Bello
Aburrá Norte,AN3-2005-4,Natural,-No aplica-,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Barbosa
Aburrá Norte,AN3-2005-5,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Copacabana
Aburrá Norte,AN3-2005-6,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Copacabana
Aburrá Norte,AN3-2005-7,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Barbosa
Aburrá Norte,AN3-2005-8,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2005-9,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2006-1,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Bello
Aburrá Norte,AN3-2006-2,Jurídica,Privada,Archivado,Caza comercial y el establecimiento de zoocriaderos con fines comerciales,Bello
Aburrá Norte,AN3-2006-4,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Bello
Aburrá Norte,AN3-2006-5,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2006-7,Natural,-No aplica-,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2007-1,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2007-10,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Barbosa
Aburrá Norte,AN3-2007-11,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Bello
Aburrá Norte,AN3-2007-2,Jurídica,Privada,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Barbosa
Aburrá Norte,AN3-2007-3,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2007-4,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Bello
Aburrá Norte,AN3-2007-5,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Bello
Aburrá Norte,AN3-2007-8,Natural,-No aplica-,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Barbosa
Aburrá Norte,AN3-2007-9,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Barbosa
Aburrá Norte,AN3-2008-1,Natural,-No aplica-,Archivado,Caza comercial y el establecimiento de zoocriaderos con fines comerciales,Bello
Aburrá Norte,AN3-2008-10,Natural,-No aplica-,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Girardota
Aburrá Norte,AN3-2008-11,Natural,-No aplica-,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Barbosa
Aburrá Norte,AN3-2008-12,Jurídica,Privada,Activo,Industria manufacturera para la fabricación de sustancias químicas básicas de origen mineral,Girardota
Aburrá Norte,AN3-2008-13,Natural,-No aplica-,Activo,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Barbosa
Aburrá Norte,AN3-2008-2,Natural,-No aplica-,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2008-3,Natural,-No aplica-,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Girardota
Aburrá Norte,AN3-2008-4,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Barbosa
Aburrá Norte,AN3-2008-5,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Barbosa
Aburrá Norte,AN3-2008-6,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Bello
Aburrá Norte,AN3-2008-7,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Girardota
Aburrá Norte,AN3-2008-8,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Barbosa
Aburrá Norte,AN3-2008-9,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Copacabana
Aburrá Norte,AN3-2009-1,Jurídica,Privada,Activo,Otros,Girardota
Aburrá Norte,AN3-2009-2,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Bello
Aburrá Norte,AN3-2009-3,Natural,-No aplica-,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Girardota
Aburrá Norte,AN3-2009-4,Natural,-No aplica-,Archivado,Otros,Girardota
Aburrá Norte,AN3-2009-5,Jurídica,Privada,Activo,Otros,Bello
Aburrá Norte,AN3-2009-6,Natural,-No aplica-,Archivado,Otros,Girardota
Aburrá Norte,AN3-2009-7,Natural,-No aplica-,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Copacabana
Aburrá Norte,AN3-2010-1,Natural,-No aplica-,Activo,Caza comercial y el establecimiento de zoocriaderos con fines comerciales,Medellín
Aburrá Norte,AN3-2010-10,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2010-2,Jurídica,Privada,Activo,Otros,Copacabana
Aburrá Norte,AN3-2010-3,Jurídica,Privada,Activo,Otros,Barbosa
Aburrá Norte,AN3-2010-4,Jurídica,Privada,Activo,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Barbosa
Aburrá Norte,AN3-2010-5,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Girardota
Aburrá Norte,AN3-2010-6,Jurídica,Privada,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Barbosa
Aburrá Norte,AN3-2010-7,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2010-8,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Girardota
Aburrá Norte,AN3-2010-9,Jurídica,Privada,Archivado,Otros,Girardota
Aburrá Norte,AN3-2011-1,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Copacabana
Aburrá Norte,AN3-2011-2,Jurídica,Privada,Archivado,Caza comercial y el establecimiento de zoocriaderos con fines comerciales,Medellín
Aburrá Norte,AN3-2012-1,Natural,-No aplica-,Archivado,Caza comercial y el establecimiento de zoocriaderos con fines comerciales,Bello
Aburrá Norte,AN3-2012-2,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2012-3,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Girardota
Aburrá Norte,AN3-2013-1,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2013-2,Natural,-No aplica-,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Bello
Aburrá Norte,AN3-2013-3,Jurídica,Privada,Activo,"Tendido de líneas sistema de transmisión conformado por el conjunto de líneas con sus equipos asociados, que operan a tensiones menores de 220 KV y que no pertenecen a un sistema de distribución local",Barbosa
Aburrá Norte,AN3-2014-1,Jurídica,Privada,Activo,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Bello
Aburrá Norte,AN3-2014-2,Jurídica,Privada,Activo,Otros,Medellín
Aburrá Norte,AN3-2014-3,Jurídica,Privada,Archivado,Minería,Medellín
Aburrá Norte,AN3-2015-1,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Copacabana
Aburrá Norte,AN3-2015-2,Jurídica,Privada,Archivado,Minería,Barbosa
Aburrá Norte,AN3-2016-1,Jurídica,Privada,Archivado,Minería,Barbosa
Aburrá Norte,AN3-2016-2,Natural,-No aplica-,Archivado,Minería,Medellín
Aburrá Norte,AN3-2016-3,Natural,-No aplica-,Archivado,Minería,Medellín
Aburrá Norte,AN3-2016-4,Jurídica,Privada,Activo,Otros,Medellín
Aburrá Norte,AN3-2016-5,Jurídica,Privada,Archivado,Minería,Medellín
Aburrá Norte,AN3-2016-6,Natural,-No aplica-,Archivado,Minería,Girardota
Aburrá Norte,AN3-2016-7,Natural,-No aplica-,Archivado,Minería,Copacabana
Aburrá Norte,AN3-2016-8,Jurídica,Privada,Activo,Minería,Bello
Aburrá Norte,AN3-2017-15,Jurídica,Privada,Activo,"Construcción y operación de instalaciones cuyo objeto sea el almacenamiento, tratamiento, aprovechamiento, recuperación y/o disposición final de residuos o desechos peligrosos",Bello
Aburrá Norte,AN3-2018-17,Jurídica,Privada,Archivado,"Construcción y operación de instalaciones cuyo objeto sea el almacenamiento, tratamiento, aprovechamiento, recuperación y/o disposición final de residuos o desechos peligrosos",Bello
Aburrá Norte,AN3-2018-24,Jurídica,Privada,Activo,"Construcción y operación de instalaciones cuyo objeto sea el almacenamiento, tratamiento, aprovechamiento, recuperación y/o disposición final de residuos o desechos peligrosos",Bello
Aburrá Norte,AN3-2018-26,Natural,-No aplica-,Activo,Minería,Barbosa
Aburrá Norte,AN3-2018-38,Natural,-No aplica-,Archivado,Minería,Barbosa
Aburrá Norte,AN3-2018-4,Jurídica,Privada,Activo,Minería,Medellín
Aburrá Norte,AN3-2018-41,Natural,-No aplica-,Archivado,Minería,Barbosa
Aburrá Norte,AN3-2018-7,Natural,-No aplica-,Archivado,Minería,Barbosa
Aburrá Norte,AN3-2019-1,Jurídica,Privada,Activo,Minería,Medellín
Aburrá Norte,AN3-2019-12,Natural,-No aplica-,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Barbosa
Aburrá Norte,AN3-2019-14,Natural,-No aplica-,Archivado,Minería,Barbosa
Aburrá Norte,AN3-2019-17,Jurídica,Privada,Activo,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Girardota
Aburrá Norte,AN3-2019-18,Jurídica,Privada,Archivado,Otros,Medellín
Aburrá Norte,AN3-2019-22,Jurídica,Privada,Archivado,Otros,Barbosa
Aburrá Norte,AN3-2019-26,Jurídica,Privada,Activo,Otros,Bello
Aburrá Norte,AN3-2019-29,Jurídica,Privada,Activo,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Girardota
Aburrá Norte,AN3-2020-13,Jurídica,Privada,Activo,Otros,Girardota
Aburrá Norte,AN3-2020-16,Jurídica,Privada,Activo,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Girardota
Aburrá Norte,AN3-2020-29,Jurídica,Privada,Archivado,Otros,Girardota
Aburrá Norte,AN3-2020-31,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Bello
Aburrá Norte,AN3-2021-14,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Medellín
Aburrá Norte,AN3-2021-19,Jurídica,Privada,Activo,Otros,Copacabana
Aburrá Norte,AN3-2021-8,Jurídica,Privada,Activo,Otros,Barbosa
Aburrá Norte,AN3-2022-23,Jurídica,Privada,Archivado,Otros,Copacabana
Aburrá Norte,AN3-2023-17,Jurídica,Privada,Archivado,Minería,Barbosa
Aburrá Norte,AN3-2023-4,Natural,-No aplica-,Archivado,Minería,Bello
Aburrá Norte,AN3-2023-9,Jurídica,Privada,Activo,Minería,Medellín
Aburrá Sur,AS3-1995-15,Natural,-No aplica-,Archivado,Otros,La Estrella
Aburrá Sur,AS3-1995-163,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-1995-168,Natural,-No aplica-,Archivado,Otros,Amagá
Aburrá Sur,AS3-1995-182,Jurídica,Pública,Archivado,Otros,Angelópolis
Aburrá Sur,AS3-1995-195,Jurídica,Privada,Activo,Otros,Amagá
Aburrá Sur,AS3-1995-196,Natural,-No aplica-,Archivado,Otros,Sabaneta
Aburrá Sur,AS3-1995-197,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-1995-22,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,La Estrella
Aburrá Sur,AS3-1995-229,Jurídica,Pública,Archivado,Otros,Angelópolis
Aburrá Sur,AS3-1995-272,Jurídica,Privada,Archivado,Otros,La Estrella
Aburrá Sur,AS3-1995-296,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,La Estrella
Aburrá Sur,AS3-1995-418,Natural,-No aplica-,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Caldas
Aburrá Sur,AS3-1995-427,Jurídica,Privada,Archivado,Minería,Amagá
Aburrá Sur,AS3-1995-488,Jurídica,Privada,Archivado,Otros,La Estrella
Aburrá Sur,AS3-1995-492,Jurídica,Privada,Activo,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",La Estrella
Aburrá Sur,AS3-1995-545,Jurídica,Privada,Activo,Explota Carbón: menor a 800.000 toneladas/año,Angelópolis
Aburrá Sur,AS3-1995-76,Jurídica,Privada,Archivado,Otros,Angelópolis
Aburrá Sur,AS3-1996-115,Jurídica,Pública,Archivado,Otros,Heliconia
Aburrá Sur,AS3-1996-156,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Medellín
Aburrá Sur,AS3-1996-184,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-1996-202,Jurídica,Privada,Archivado,Otros,La Estrella
Aburrá Sur,AS3-1996-232,Jurídica,Privada,Archivado,Otros,Amagá
Aburrá Sur,AS3-1996-281,Jurídica,Privada,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Titiribí
Aburrá Sur,AS3-1996-303,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Amagá
Aburrá Sur,AS3-1996-322,Jurídica,Privada,Archivado,Otros,La Estrella
Aburrá Sur,AS3-1996-413,Jurídica,Pública,Archivado,Otros,Amagá
Aburrá Sur,AS3-1996-454,Jurídica,Pública,Activo,Explota Carbón: menor a 800.000 toneladas/año,Amagá
Aburrá Sur,AS3-1996-48,Natural,-No aplica-,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Angelópolis
Aburrá Sur,AS3-1996-553,Jurídica,Privada,Archivado,Otros,La Estrella
Aburrá Sur,AS3-1996-567,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Titiribí
Aburrá Sur,AS3-1996-63,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Caldas
Aburrá Sur,AS3-1996-86,Jurídica,Privada,Archivado,Otros,Caldas
Aburrá Sur,AS3-1997-1036,Natural,-No aplica-,Archivado,Otros,Sabaneta
Aburrá Sur,AS3-1997-1056,Natural,-No aplica-,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Angelópolis
Aburrá Sur,AS3-1997-1062,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-1997-1084,Natural,-No aplica-,Archivado,Otros,La Estrella
Aburrá Sur,AS3-1997-604,Jurídica,Privada,Activo,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Aburrá Sur,AS3-1997-624,-No aplica-,,Archivado,Otros,Envigado
Aburrá Sur,AS3-1997-652,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-1997-679,Jurídica,Pública,Archivado,Otros,Angelópolis
Aburrá Sur,AS3-1997-713,Natural,-No aplica-,Archivado,Otros,Sabaneta
Aburrá Sur,AS3-1997-723,Natural,-No aplica-,Archivado,Otros,Caldas
Aburrá Sur,AS3-1997-818,Natural,-No aplica-,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Titiribí
Aburrá Sur,AS3-1997-846,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Itaguí
Aburrá Sur,AS3-1997-858,Jurídica,Privada,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Amagá
Aburrá Sur,AS3-1997-861,Jurídica,Pública,Archivado,Otros,Titiribí
Aburrá Sur,AS3-1997-967,Jurídica,Privada,Archivado,Otros,Angelópolis
Aburrá Sur,AS3-1997-989,Jurídica,Pública,Archivado,Otros,Medellín
Aburrá Sur,AS3-1997-996,Jurídica,Privada,Archivado,Otros,Envigado
Aburrá Sur,AS3-1998-1104,Natural,-No aplica-,Activo,Explota Carbón: menor a 800.000 toneladas/año,Angelópolis
Aburrá Sur,AS3-1998-1160,Jurídica,Privada,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Itaguí
Aburrá Sur,AS3-1998-1238,Jurídica,Privada,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Aburrá Sur,AS3-1998-1264,Natural,-No aplica-,Archivado,Otros,Caldas
Aburrá Sur,AS3-1998-1277,Natural,-No aplica-,Archivado,Otros,Caldas
Aburrá Sur,AS3-1998-1289,Jurídica,Privada,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Titiribí
Aburrá Sur,AS3-1998-1326,Natural,-No aplica-,Archivado,Otros,Amagá
Aburrá Sur,AS3-1998-1357,Natural,-No aplica-,Archivado,Otros,Amagá
Aburrá Sur,AS3-1998-1365,Jurídica,Privada,Archivado,Otros,Envigado
Aburrá Sur,AS3-1998-1369,Jurídica,Privada,Archivado,Otros,Itaguí
Aburrá Sur,AS3-1998-1388,Natural,-No aplica-,Archivado,Otros,Sabaneta
Aburrá Sur,AS3-1998-1415,Natural,-No aplica-,Archivado,Otros,Caldas
Aburrá Sur,AS3-1999-108,Natural,-No aplica-,Archivado,Otros,Itaguí
Aburrá Sur,AS3-1999-110,Jurídica,Privada,Archivado,Otros,La Estrella
Aburrá Sur,AS3-1999-12,Natural,-No aplica-,Archivado,Otros,Titiribí
Aburrá Sur,AS3-1999-133,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Titiribí
Aburrá Sur,AS3-1999-162,Natural,-No aplica-,Archivado,"Construcción de nuevas calzadas, en la red vial secundaria y terciaria",Envigado
Aburrá Sur,AS3-1999-165,Jurídica,Pública,Archivado,Otros,Armenia
Aburrá Sur,AS3-1999-183,Jurídica,Pública,Archivado,Construcción y operación de rellenos sanitarios,Amagá
Aburrá Sur,AS3-1999-195,Jurídica,Pública,Archivado,Otros,Envigado
Aburrá Sur,AS3-1999-204,Natural,-No aplica-,Archivado,Otros,Caldas
Aburrá Sur,AS3-1999-24,Jurídica,Privada,Archivado,Otros,Itaguí
Aburrá Sur,AS3-1999-3,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Itaguí
Aburrá Sur,AS3-1999-37,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Amagá
Aburrá Sur,AS3-1999-4,Natural,-No aplica-,Archivado,Otros,La Estrella
Aburrá Sur,AS3-1999-44,Jurídica,Pública,Archivado,Otros,Titiribí
Aburrá Sur,AS3-1999-48,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Amagá
