Territorial,Expediente,Naturaleza,Tipo Empresa,Estado,Tipo Proyecto,Municipio
Cartama,CA3-2002-12,Natural,-No aplica-,Archivado,Otros,Valparaíso
Cartama,CA3-2002-13,Jurídica,Pública,Archivado,Otros,Fredonia
Cartama,CA3-2002-14,Jurídica,Pública,Archivado,Otros,Fredonia
Cartama,CA3-2002-15,Jurídica,Pública,Archivado,Otros,Támesis
Cartama,CA3-2002-17,Natural,-No aplica-,Archivado,Otros,Jericó
Cartama,CA3-2002-18,Jurídica,Privada,Archivado,Otros,Fredonia
Cartama,CA3-2002-27,Natural,-No aplica-,Archivado,Otros,Jericó
Cartama,CA3-2002-5,Natural,-No aplica-,Archivado,Otros,Fredonia
Cartama,CA3-2003-2,Jurídica,Privada,Activo,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Valparaíso
Cartama,CA3-2003-3,Jurídica,Privada,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Montebello
Cartama,CA3-2003-4,Jurídica,Privada,Activo,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Montebello
Cartama,CA3-2004-1,Jurídica,Privada,Activo,Minería,Valparaíso
Cartama,CA3-2004-2,Natural,-No aplica-,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Montebello
Cartama,CA3-2004-3,Jurídica,Pública,Archivado,Otros,Jericó
Cartama,CA3-2005-3,Jurídica,Pública,Archivado,"Construcción de túneles con sus accesos, en la red vial secundaria y terciaria",Caramanta
Cartama,CA3-2005-4,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Jericó
Cartama,CA3-2005-5,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Jericó
Cartama,CA3-2005-8,Jurídica,Privada,Archivado,Construcción y operación de rellenos sanitarios,Pueblorrico
Cartama,CA3-2006-1,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Santa Bárbara
Cartama,CA3-2006-11,Natural,-No aplica-,Archivado,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Venecia
Cartama,CA3-2006-3,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Valparaíso
Cartama,CA3-2006-4,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Montebello
Cartama,CA3-2006-5,Jurídica,Privada,Archivado,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Jericó
Cartama,CA3-2006-6,Natural,-No aplica-,Archivado,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Tarso
Cartama,CA3-2006-7,Natural,-No aplica-,Archivado,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Támesis
Cartama,CA3-2006-8,Natural,-No aplica-,Archivado,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Támesis
Cartama,CA3-2006-9,Natural,-No aplica-,Archivado,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Támesis
Cartama,CA3-2007-1,Natural,-No aplica-,Archivado,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Támesis
Cartama,CA3-2007-2,Natural,-No aplica-,Archivado,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Támesis
Cartama,CA3-2007-3,Natural,-No aplica-,Archivado,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Támesis
Cartama,CA3-2007-4,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Támesis
Cartama,CA3-2007-5,Natural,-No aplica-,Archivado,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Tarso
Cartama,CA3-2007-6,Natural,-No aplica-,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Fredonia
Cartama,CA3-2007-7,Natural,-No aplica-,Archivado,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Venecia
Cartama,CA3-2008-1,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,La Pintada
Cartama,CA3-2008-10,Jurídica,Privada,Activo,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Tarso
Cartama,CA3-2008-11,Jurídica,Privada,Activo,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Támesis
Cartama,CA3-2008-12,Natural,-No aplica-,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Támesis
Cartama,CA3-2008-13,Natural,-No aplica-,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Támesis
Cartama,CA3-2008-14,Natural,-No aplica-,Archivado,Construcción y Operación de Centrales Generadoras,Támesis
Cartama,CA3-2008-16,Jurídica,Privada,Archivado,Otros,La Pintada
Cartama,CA3-2008-17,Natural,-No aplica-,Archivado,Construcción y operación de rellenos sanitarios,Santa Bárbara
Cartama,CA3-2008-18,Natural,-No aplica-,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Medellín
Cartama,CA3-2008-19,Natural,-No aplica-,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Medellín
Cartama,CA3-2008-2,Jurídica,Privada,Activo,Otros,La Pintada
Cartama,CA3-2008-3,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Venecia
Cartama,CA3-2008-4,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Venecia
Cartama,CA3-2008-5,Jurídica,Privada,Activo,Otros,Montebello
Cartama,CA3-2008-6,Natural,-No aplica-,Archivado,Otros,La Pintada
Cartama,CA3-2008-7,Jurídica,Privada,Activo,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Caramanta
Cartama,CA3-2008-8,Jurídica,Privada,Archivado,Otros,Caramanta
Cartama,CA3-2008-9,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Pueblorrico
Cartama,CA3-2009-1,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Santa Bárbara
Cartama,CA3-2009-2,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Venecia
Cartama,CA3-2009-3,Jurídica,Privada,Archivado,Construcción y Operación de Centrales Generadoras,Venecia
Cartama,CA3-2009-4,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Venecia
Cartama,CA3-2009-5,Natural,-No aplica-,Archivado,Construcción y Operación de Centrales Generadoras,Valparaíso
Cartama,CA3-2009-6,Jurídica,Pública,Archivado,Otros,Caramanta
Cartama,CA3-2009-7,Jurídica,Pública,Activo,Construcción y operación de rellenos sanitarios,Tarso
Cartama,CA3-2011-1,Jurídica,Privada,Archivado,Construcción y Operación de Centrales Generadoras,Fredonia
Cartama,CA3-2011-2,Jurídica,Privada,Activo,Construcción y Operación de Centrales Generadoras,Támesis
Cartama,CA3-2011-3,Jurídica,Pública,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Jericó
Cartama,CA3-2011-4,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Fredonia
Cartama,CA3-2011-5,Natural,-No aplica-,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Montebello
Cartama,CA3-2012-1,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Jericó
Cartama,CA3-2012-2,Jurídica,Privada,Archivado,Otros,Jericó
Cartama,CA3-2012-3,Jurídica,Privada,Archivado,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Caramanta
Cartama,CA3-2012-4,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Fredonia
Cartama,CA3-2012-5,Jurídica,Privada,Archivado,Minería,Caramanta
Cartama,CA3-2013-1,Jurídica,Privada,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Fredonia
Cartama,CA3-2013-2,Jurídica,Privada,Archivado,Otros,Montebello
Cartama,CA3-2013-3,Jurídica,Privada,Archivado,Construcción y Operación de Centrales Generadoras,Valparaíso
Cartama,CA3-2013-4,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Jericó
Cartama,CA3-2013-5,Jurídica,Privada,Archivado,Minería,Támesis
Cartama,CA3-2014-1,Natural,-No aplica-,Archivado,Otros,Támesis
Cartama,CA3-2014-3,Natural,-No aplica-,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Valparaíso
Cartama,CA3-2014-4,Jurídica,Pública,Archivado,Construcción y operación de rellenos sanitarios,Pueblorrico
Cartama,CA3-2014-5,Jurídica,Privada,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Venecia
Cartama,CA3-2014-6,Jurídica,Privada,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Montebello
Cartama,CA3-2015-1,Jurídica,Privada,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Tarso
Cartama,CA3-2015-2,Jurídica,Privada,Archivado,Minería,Venecia
Cartama,CA3-2016-1,Natural,-No aplica-,Archivado,Minería,Fredonia
Cartama,CA3-2016-2,Natural,-No aplica-,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Fredonia
Cartama,CA3-2016-3,Jurídica,Privada,Activo,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Valparaíso
Cartama,CA3-2016-4,Jurídica,Privada,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Valparaíso
Cartama,CA3-2016-5,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Venecia
Cartama,CA3-2016-6,Jurídica,Privada,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Tarso
Cartama,CA3-2017-4,Natural,-No aplica-,Archivado,Minería,Fredonia
Cartama,CA3-2017-7,Natural,-No aplica-,Archivado,Otros,Támesis
Cartama,CA3-2018-34,Jurídica,Pública,Archivado,Minería,Venecia
Cartama,CA3-2019-33,Natural,-No aplica-,Archivado,Minería,Fredonia
Cartama,CA3-2020-11,Natural,-No aplica-,Activo,Explota Carbón: menor a 800.000 toneladas/año,Venecia
Cartama,CA3-2020-15,Jurídica,Privada,Archivado,Minería,Fredonia
Cartama,CA3-2022-27,Natural,-No aplica-,Activo,Minería,Venecia
Cartama,CA3-2022-3,Natural,-No aplica-,Activo,Minería,Montebello
Cartama,CA3-2022-39,Jurídica,Privada,Activo,Minería,Caramanta
Cartama,CA3-2022-48,Jurídica,Pública,Archivado,Minería,La Pintada
Cartama,CA3-2023-3,Jurídica,Pública,Activo,"Tendido de líneas sistema de transmisión conformado por el conjunto de líneas con sus equipos asociados, que operan a tensiones menores de 220 KV y que no pertenecen a un sistema de distribución local",Jericó
Cartama,CA3-2024-3,Jurídica,Pública,Activo,Construcción y operación de rellenos sanitarios,Támesis
Citará,CI3-1995-34,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Andes
Citará,CI3-1996-118,Jurídica,Pública,Archivado,Otros,Andes
Citará,CI3-1996-440,Jurídica,Pública,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Ciudad Bolívar
Citará,CI3-1996-552,Jurídica,Privada,Archivado,Otros,Jardín
Citará,CI3-1997-631,Jurídica,Privada,Archivado,Otros,Andes
Citará,CI3-1997-760,Natural,-No aplica-,Archivado,Otros,Betulia
Citará,CI3-1999-12,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Hispania
Citará,CI3-1999-16,Jurídica,Pública,Archivado,Construcción y operación de rellenos sanitarios,Andes
Citará,CI3-1999-17,Natural,-No aplica-,Archivado,Otros,Salgar
Citará,CI3-1999-26,Jurídica,Pública,Archivado,Construcción y operación de rellenos sanitarios,Jardín
Citará,CI3-1999-29,Natural,-No aplica-,Archivado,Otros,Ciudad Bolívar
Citará,CI3-1999-32,Jurídica,Pública,Activo,Construcción y operación de rellenos sanitarios,Ciudad Bolívar
Citará,CI3-2000-35,Jurídica,Pública,Activo,Construcción y operación de rellenos sanitarios,Concordia
Citará,CI3-2000-49,Jurídica,Privada,Archivado,Otros,Andes
Citará,CI3-2000-59,Natural,-No aplica-,Archivado,Otros,Andes
Citará,CI3-2001-64,Jurídica,Privada,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Concordia
Citará,CI3-2001-67,Jurídica,Pública,Activo,Construcción y operación de rellenos sanitarios,Betania
Citará,CI3-2001-70,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Betania
Citará,CI3-2001-71,Jurídica,Pública,Archivado,Construcción y operación de rellenos sanitarios,Betulia
Citará,CI3-2001-73,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Hispania
Citará,CI3-2001-74,Jurídica,Pública,Activo,Otros,Andes
Citará,CI3-2001-75,Jurídica,Pública,Activo,Otros,Ciudad Bolívar
Citará,CI3-2001-76,Jurídica,Pública,Activo,Otros,Jardín
Citará,CI3-2003-2,Jurídica,Pública,Archivado,Otros,Andes
Citará,CI3-2004-1,Jurídica,Pública,Archivado,Construcción y operación de rellenos sanitarios,Betulia
Citará,CI3-2005-1,Jurídica,Privada,Archivado,Minería,Hispania
Citará,CI3-2005-2,Jurídica,Pública,Archivado,Otros,Ciudad Bolívar
Cartama,CI3-2005-3,Jurídica,Privada,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Tarso
Citará,CI3-2005-4,Jurídica,Pública,Archivado,Otros,Betulia
Citará,CI3-2006-1,Natural,-No aplica-,Activo,Explota Metales y piedras preciosas: menor a 2.000.000 de toneladas/año,Andes
Citará,CI3-2006-3,Jurídica,Privada,Archivado,Otros,Hispania
Citará,CI3-2006-4,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Jardín
Citará,CI3-2007-1,Jurídica,Privada,Archivado,Minería,Concordia
Citará,CI3-2007-2,Natural,-No aplica-,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Hispania
Citará,CI3-2007-3,Natural,-No aplica-,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Hispania
Citará,CI3-2008-1,Natural,-No aplica-,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Jardín
Citará,CI3-2008-2,Natural,-No aplica-,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Andes
Citará,CI3-2008-3,Natural,-No aplica-,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Salgar
Citará,CI3-2008-4,Natural,-No aplica-,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Andes
Citará,CI3-2008-5,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Andes
Citará,CI3-2008-6,Natural,-No aplica-,Archivado,Otros,Salgar
Citará,CI3-2008-7,Jurídica,Pública,Activo,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Salgar
Citará,CI3-2008-8,Jurídica,Pública,Archivado,Otros,Andes
Citará,CI3-2010-1,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Concordia
Citará,CI3-2010-2,Jurídica,Pública,Activo,Construcción y operación de rellenos sanitarios,Andes
Citará,CI3-2011-1,Jurídica,Privada,Archivado,Otros,Concordia
Citará,CI3-2011-2,Natural,-No aplica-,Activo,Explota Materiales construcción: menor a 600.000 toneladas/año,Andes
Citará,CI3-2011-3,Natural,-No aplica-,Archivado,Construcción y Operación de Centrales Generadoras,Betulia
Citará,CI3-2011-4,Natural,-No aplica-,Archivado,Construcción y Operación de Centrales Generadoras,Andes
Citará,CI3-2011-5,Natural,-No aplica-,Archivado,,Andes
Citará,CI3-2011-6,Jurídica,Privada,Archivado,Construcción y Operación de Centrales Generadoras,Hispania
Citará,CI3-2012-1,Jurídica,Privada,Archivado,Construcción y Operación de Centrales Generadoras,Andes
Citará,CI3-2012-2,Jurídica,Privada,Archivado,Construcción y Operación de Centrales Generadoras,Jardín
Citará,CI3-2012-3,Natural,-No aplica-,Archivado,"Proyectos cuyo objeto sea almacenamiento de sustancias peligrosas, con excepción de los hidrocarburos",Betulia
Citará,CI3-2013-1,Jurídica,Privada,Archivado,Minería,Concordia
Citará,CI3-2013-2,Jurídica,Pública,Archivado,Construcción de vías férreas regionales y variantes de estas,Salgar
Citará,CI3-2013-3,Natural,-No aplica-,Archivado,Otros,Hispania
Hevéxicos,HX3-1997-622,Jurídica,Pública,Archivado,Otros,Santa Fé De Antioquia
Citará,CI3-2014-1,Jurídica,Pública,Archivado,Construcción de vías férreas regionales y variantes de estas,Hispania
Citará,CI3-2014-2,Jurídica,Privada,Archivado,,Hispania
Citará,CI3-2014-3,Jurídica,Privada,Archivado,,Salgar
Citará,CI3-2014-4,Jurídica,Privada,Archivado,Construcción y Operación de Centrales Generadoras,Andes
Citará,CI3-2014-5,Jurídica,Pública,Archivado,Construcción y operación de rellenos sanitarios,Betulia
Citará,CI3-2015-1,Natural,-No aplica-,Archivado,Explota Carbón: menor a 800.000 toneladas/año,Hispania
Citará,CI3-2015-2,Jurídica,Privada,Archivado,Construcción y Operación de Centrales Generadoras,Hispania
Citará,CI3-2015-3,Jurídica,Privada,Archivado,,Andes
Citará,CI3-2015-4,Jurídica,Privada,Archivado,,Jardín
Citará,CI3-2016-1,Jurídica,Privada,Archivado,Construcción y Operación de Centrales Generadoras,Betulia
Citará,CI3-2017-26,Jurídica,Privada,Archivado,Minería,Andes
Citará,CI3-2018-6,Jurídica,Privada,Activo,Construcción y Operación de Centrales Generadoras,Jardín
Citará,CI3-2019-10,Jurídica,Privada,Archivado,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Andes
Citará,CI3-2019-37,Jurídica,Privada,Archivado,Construcción y Operación de Centrales Generadoras,Andes
Citará,CI3-2019-4,Jurídica,Privada,Activo,Construcción y Operación de Centrales Generadoras,Andes
Citará,CI3-2020-6,Jurídica,Privada,Activo,Construcción y Operación de Centrales Generadoras,Andes
Citará,CI3-2021-23,Natural,-No aplica-,Activo,Minería,Andes
Citará,CI3-2021-3,Natural,-No aplica-,Archivado,Otros,Jardín
Citará,CI3-2021-6,Jurídica,Pública,Archivado,Minería,Jardín
Citará,CI3-2022-18,Jurídica,Privada,Activo,Otros,Salgar
Citará,CI3-2022-19,Jurídica,Privada,Archivado,Construcción y Operación de Centrales Generadoras,Hispania
Citará,CI3-2022-34,Jurídica,Privada,Activo,Construcción y Operación de Centrales Generadoras,Hispania
Citará,CI3-2022-38,Jurídica,Privada,Activo,Construc y operación de C. generadoras con capacidad mayor o igual a 10 MW y menor de 100 MW,Hispania
Citará,CI3-2023-19,Jurídica,Privada,Activo,"Construcción de rompeolas, tajamares, canales y rellenos hidráulicos",Andes
Citará,CI3-2023-23,Jurídica,Privada,Activo,Construcción y Operación de Centrales Generadoras,Hispania
Hevéxicos,HX3-1995-100,Natural,-No aplica-,Archivado,Otros,San Jerónimo
Hevéxicos,HX3-1995-149,Jurídica,Pública,Archivado,Otros,Sopetrán
Hevéxicos,HX3-1995-150,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Sopetrán
Hevéxicos,HX3-1995-152,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Sopetrán
Hevéxicos,HX3-1995-154,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Sopetrán
Hevéxicos,HX3-1995-173,Jurídica,Privada,Archivado,Minería,Sopetrán
Hevéxicos,HX3-1995-42,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,San Jerónimo
Hevéxicos,HX3-1995-448,Jurídica,Pública,Archivado,Otros,Santa Fé De Antioquia
Hevéxicos,HX3-1995-469,Jurídica,Privada,Archivado,Otros,Santa Fé De Antioquia
Hevéxicos,HX3-1995-6,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Sabanalarga
Hevéxicos,HX3-1995-8,Jurídica,Pública,Archivado,Otros,Sopetrán
Hevéxicos,HX3-1996-187,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Santa Fé De Antioquia
Hevéxicos,HX3-1996-285,Natural,-No aplica-,Archivado,Otros,San Jerónimo
Hevéxicos,HX3-1996-325,Jurídica,Privada,Activo,Minería,Anzá
Hevéxicos,HX3-1996-35,Jurídica,Pública,Archivado,Otros,San Jerónimo
Hevéxicos,HX3-1996-374,Jurídica,Privada,Archivado,Otros,Sopetrán
Hevéxicos,HX3-1996-400,Jurídica,Pública,Archivado,Otros,Santa Fé De Antioquia
Hevéxicos,HX3-1996-445,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Sopetrán
Hevéxicos,HX3-1996-493,Jurídica,Privada,Archivado,Otros,San Jerónimo
Hevéxicos,HX3-1996-518,Jurídica,Pública,Archivado,Otros,Sabanalarga
Hevéxicos,HX3-1996-529,Natural,-No aplica-,Archivado,Otros,Sabanalarga
Hevéxicos,HX3-1996-537,Jurídica,Privada,Archivado,Otros,Sopetrán
Hevéxicos,HX3-1996-574,Jurídica,Pública,Activo,Otros,Olaya
Hevéxicos,HX3-1996-8,Natural,-No aplica-,Archivado,Otros,Ebéjico
Hevéxicos,HX3-1997-1011,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Buriticá
Hevéxicos,HX3-1997-1012,Jurídica,Privada,Archivado,Explota Otros minerales: menor a 1.000.000 de toneladas/año,Olaya
Hevéxicos,HX3-1997-1078,Natural,-No aplica-,Archivado,Otros,San Jerónimo
Hevéxicos,HX3-1997-924,Jurídica,Privada,Archivado,Otros,San Jerónimo
Hevéxicos,HX3-1998-1121,,,Archivado,Otros,San Jerónimo
Hevéxicos,HX3-1998-1142,Jurídica,Pública,Activo,Construcción y operación de rellenos sanitarios,Sabanalarga
Hevéxicos,HX3-1998-1161,Natural,-No aplica-,Archivado,Otros,Ebéjico
Hevéxicos,HX3-1998-1166,Natural,-No aplica-,Archivado,Otros,San Jerónimo
Hevéxicos,HX3-1998-1193,Natural,-No aplica-,Archivado,Otros,Sopetrán
Hevéxicos,HX3-1998-1241,Jurídica,Pública,Archivado,Otros,Sopetrán
Hevéxicos,HX3-1998-1297,Jurídica,Privada,Archivado,"Construcción de nuevas calzadas, en la red vial secundaria y terciaria",Olaya
Hevéxicos,HX3-1998-6,Jurídica,Privada,Archivado,Otros,Santa Fé De Antioquia
Hevéxicos,HX3-1998-7,Jurídica,Privada,Archivado,Otros,San Jerónimo
Hevéxicos,HX3-1998-8,Natural,-No aplica-,Archivado,Otros,Ebéjico
Hevéxicos,HX3-1999-12,Natural,-No aplica-,Archivado,Explota Materiales construcción: menor a 600.000 toneladas/año,Sopetrán
Hevéxicos,HX3-1999-13,Jurídica,Pública,Archivado,Otros,Caicedo
Hevéxicos,HX3-1999-14,Natural,-No aplica-,Archivado,Otros,Sopetrán
Hevéxicos,HX3-1999-17,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Sopetrán
Hevéxicos,HX3-1999-22,Jurídica,Pública,Archivado,Otros,Ebéjico
Hevéxicos,HX3-1999-23,Jurídica,Pública,Archivado,Otros,Ebéjico
Hevéxicos,HX3-1999-24,Jurídica,Privada,Archivado,Otros,San Jerónimo
Hevéxicos,HX3-1999-25,Jurídica,Privada,Archivado,Otros,Buriticá
Hevéxicos,HX3-1999-27,Jurídica,Privada,Archivado,Otros,Santa Fé De Antioquia
Hevéxicos,HX3-1999-28,Jurídica,Pública,Archivado,Otros,Olaya
Hevéxicos,HX3-1999-29,Jurídica,Pública,Archivado,Otros,Caicedo
Hevéxicos,HX3-1999-34,Jurídica,Pública,Archivado,Otros,Sabanalarga
Hevéxicos,HX3-1999-35,Jurídica,Pública,Archivado,Otros,San Jerónimo
Hevéxicos,HX3-1999-43,Jurídica,Pública,Archivado,Construcción y operación de sistemas de tratamiento de aguas residuales que sirvan a poblaciones iguales o superiores a 200.000 habitantes,Caicedo
Hevéxicos,HX3-1999-45,Jurídica,Pública,Archivado,Otros,Sabanalarga
Hevéxicos,HX3-1999-52,,,Archivado,"Construcción de nuevas calzadas, en la red vial secundaria y terciaria",Caicedo
Hevéxicos,HX3-1999-53,Jurídica,Privada,Archivado,Otros,Santa Fé De Antioquia
Hevéxicos,HX3-1999-56,Natural,-No aplica-,Archivado,Otros,Santa Fé De Antioquia
Hevéxicos,HX3-2000-1,Jurídica,Pública,Archivado,Otros,Santa Fé De Antioquia
Hevéxicos,HX3-2000-12,Natural,-No aplica-,Archivado,Otros,Sopetrán
Hevéxicos,HX3-2000-16,Jurídica,Pública,Archivado,Otros,Sabanalarga
Hevéxicos,HX3-2000-21,Jurídica,Privada,Activo,Construcción y operación de rellenos sanitarios,Sopetrán
Hevéxicos,HX3-2000-22,Jurídica,Privada,Archivado,Minería,Santa Fé De Antioquia
Hevéxicos,HX3-2000-26,Natural,-No aplica-,Activo,Minería,Sopetrán
Hevéxicos,HX3-2000-27,Jurídica,Pública,Archivado,Construcción y operación de rellenos sanitarios,Ebéjico
Hevéxicos,HX3-2000-29,Jurídica,-No aplica-,Archivado,Otros,Sopetrán
Hevéxicos,HX3-2000-3,Jurídica,Pública,Archivado,Otros,Caicedo
Hevéxicos,HX3-2000-31,Natural,-No aplica-,Archivado,Otros,Ebéjico
Hevéxicos,HX3-2000-33,Natural,-No aplica-,Archivado,Otros,San Jerónimo
Hevéxicos,HX3-2000-4,Jurídica,Pública,Archivado,Otros,Sopetrán
Hevéxicos,HX3-2000-6,Jurídica,Pública,Archivado,Otros,Sabanalarga
Hevéxicos,HX3-2000-7,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Santa Fé De Antioquia
Hevéxicos,HX3-2000-9,Jurídica,Pública,Archivado,Otros,Buriticá
Hevéxicos,HX3-2001-1,Natural,-No aplica-,Archivado,Otros,Ebéjico
Hevéxicos,HX3-2001-13,Jurídica,Pública,Archivado,Otros,Olaya
Hevéxicos,HX3-2001-30,Jurídica,Pública,Archivado,Otros,Sabanalarga
Hevéxicos,HX3-2001-35,,,Archivado,Otros,San Jerónimo
Hevéxicos,HX3-2001-40,Natural,-No aplica-,Archivado,Otros,Ebéjico
Hevéxicos,HX3-2001-41,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Liborina
Hevéxicos,HX3-2001-42,Jurídica,Pública,Archivado,"Construcción de carreteras, en la red vial secundaria y terciaria",Liborina
Hevéxicos,HX3-2001-5,Jurídica,Pública,Archivado,Otros,San Jerónimo
Hevéxicos,HX3-2001-8,Jurídica,Pública,Archivado,Otros,Olaya
Hevéxicos,HX3-2002-44,Jurídica,Pública,Archivado,Otros,Liborina
Hevéxicos,HX3-2002-46,Jurídica,Pública,Archivado,Otros,San Jerónimo
